 1 puckman           "PuckMan (Japan set 1)"
13 comg272a          "Cal Omega - Game 27.2 (Keno, amusement)"
13 comg272b          "Cal Omega - Game 27.2 (Keno, gaming)"
13 comg5108          "Cal Omega - Game 51.08 (CEI Video Poker, Jacks or Better)"
13 comg903d          "Cal Omega - System 903 Diag.PROM"
13 comg905d          "Cal Omega - System 905 Diag.PROM"
13 elgrande          "El Grande - 5 Card Draw (New)"
13 jjpoker           "Jackpot Joker Poker (set 1)"
13 jjpokerb          "Jackpot Joker Poker (set 2)"
13 ssipkr24          "SSI Poker (v2.4)"
13 ssipkr30          "SSI Poker (v3.0)"
13 ssipkr40          "SSI Poker (v4.0)"
13 altair            "Altair"
13 destryer          "Destroyer (Cidelsa) (set 1)"
13 destryera         "Destroyer (Cidelsa) (set 2)"
13 draco             "Draco"
13 rockduck          "Rock Duck (prototype?)"
13 tetriskr          "Tetris (bootleg of Mirrorsoft PC-XT Tetris version)"
13 trvhang           "Trivia Hangup (question set 1)"
13 trvhanga          "Trivia Hangup (question set 2)"
13 sureshot          "Sure Shot"
13 secondch          "Second Chance"
13 skylncr           "Sky Lancer (Bordun, ver.U450C)"
13 butrfly           "Butterfly Video Game (ver.U350C)"
13 madzoo            "Mad Zoo (ver.U450C)"
13 leader            "Leader"
13 livequiz          "Live Quiz Show"
13 hammer            "Hammer"
12 cowrace           "Cow Race (1986 King Derby hack)"
12 kingdrbb          "King Derby (Taiwan bootleg)"
13 discoboy          "Disco Boy"
13 pangofun          "Pango Fun (Italy)"
13 2mindril          "Two Minute Drill"
13 koikoi            "Koi Koi Part 2"
13 good              "Good (Korea)"
13 filetto           "Filetto (v1.05 901009)"
13 quizo             "Quiz Olympic (set 1)"
13 quizoa            "Quiz Olympic (set 2)"
13 gstream           "G-Stream G2020"
13 miniboy7          "Mini Boy 7 (set 1)"
13 miniboy7a         "Mini Boy 7 (set 2)"
13 39in1             "39 in 1 MAME bootleg"
13 48in1             "48 in 1 MAME bootleg (ver 3.09)"
13 48in1a            "48 in 1 MAME bootleg (ver 3.02)"
13 kingpin           "King Pin"
13 kingpinm          "King Pin Multi-Game"
13 thayers           "Thayer's Quest (set 1)"
13 thayersa          "Thayer's Quest (set 2)"
13 istellar          "Interstellar Laser Fantasy"
13 esh               "Esh's Aurunmilla (set 1)"
13 esha              "Esh's Aurunmilla (set 2)"
13 eshb              "Esh's Aurunmilla (set 3)"
13 comebaby          "Come On Baby"
13 peset038          "Player's Edge Plus (Set038) Set Chip"
13 pepp0043          "Player's Edge Plus (PP0043) 10's or Better"
13 pepp0065          "Player's Edge Plus (PP0065) Jokers Wild Poker"
13 pepp0158          "Player's Edge Plus (PP0158) 4 of a Kind Bonus Poker"
13 pepp0188          "Player's Edge Plus (PP0188) Standard Draw Poker"
13 pepp0250          "Player's Edge Plus (PP0250) Double Down Stud Poker"
13 pepp0447          "Player's Edge Plus (PP0447) Standard Draw Poker"
13 pepp0516          "Player's Edge Plus (PP0516) Double Bonus Poker"
13 pebe0014          "Player's Edge Plus (BE0014) Blackjack"
13 peke1012          "Player's Edge Plus (KE1012) Keno"
13 peps0014          "Player's Edge Plus (PS0014) Super Joker Slots"
13 peps0022          "Player's Edge Plus (PS0022) Red White & Blue Slots"
13 peps0043          "Player's Edge Plus (PS0043) Double Diamond Slots"
13 peps0045          "Player's Edge Plus (PS0045) Red White & Blue Slots"
13 peps0308          "Player's Edge Plus (PS0308) Double Jackpot Slots"
13 peps0615          "Player's Edge Plus (PS0615) Chaos Slots"
13 peps0716          "Player's Edge Plus (PS0716) River Gambler Slots"
13 pex2069p          "Player's Edge Plus (X002069P) Double Double Bonus Poker"
13 pexp0019          "Player's Edge Plus (XP000019) Deuces Wild Poker"
13 pexp0112          "Player's Edge Plus (XP000112) White Hot Aces Poker"
13 pexs0006          "Player's Edge Plus (XS000006) Triple Triple Diamond Slots"
13 pexmp006          "Player's Edge Plus (XMP00006) Multi-Poker"
13 pexmp017          "Player's Edge Plus (XMP00017) 5-in-1 Wingboard"
13 pexmp024          "Player's Edge Plus (XMP00024) Multi-Poker"
13 mirage            "Mirage Youjuu Mahjongden (Japan)"
13 dominob           "Domino Block"
13 dominobv2         "Domino Block ver.2"
13 jongkyo           "Jongkyo"
13 gamecstl          "GameCristal"
13 gamecst2          "GameCristal (version 2.613)"
13 drw80pkr          "Draw 80 Poker"
13 drw80pk2          "Draw 80 Poker - Minn"
13 fortune1          "Fortune I (PK485-S) Draw Poker"
13 blazlaz           "Blazing Lazers"
13 ggconnie          "Go! Go! Connie chan Jaka Jaka Janken"
13 paranoia          "Paranoia"
13 vcombat           "Virtual Combat"
13 shadfgtr          "Shadow Fighters"
13 skimaxx           "Skimaxx"
13 blackt96          "Black Touch '96"
13 magictg           "Magic the Gathering: Armageddon (set 1)"
13 magictga          "Magic the Gathering: Armageddon (set 2)"
13 re900             "Ruleta RE-900"
13 bs94              "Buena Suerte '94"
13 jokrwild          "Joker's Wild (encrypted)"
13 pesadelo          "Pesadelo (bootleg of Knightmare on MSX)"
13 pengadvb          "Penguin Adventure (bootleg of MSX version)"
13 spool99           "Super Pool 99 (Version 0.36)"
13 spool99a          "Super Pool 99 (Version 0.31)"
13 vcarn             "Video Carnival 1999 / Super Royal Card (Version 0.11)"
13 4roses            "Four Roses (encrypted, set 1)"
13 4rosesa           "Four Roses (encrypted, set 2)"
13 big10             "Big 10"
13 bingor1           "Bingo Roll / Bell Star? (set 1)"
13 bingor2           "Bingo Roll / Bell Star? (set 2)"
13 bingor3           "Bingo Roll / Bell Star? (set 3)"
13 bingor4           "Bingo Roll / Bell Star? (set 4)"
13 bingor5           "Bingo Roll / Bell Star V3? (set 5)"
13 videopkr          "Video Poker"
13 blckjack          "Black Jack"
13 videodad          "Video Dado"
13 videocba          "Video Cordoba"
13 babypkr           "Baby Poker"
13 babydad           "Baby Dado"
13 laperla           "La Perla Nera (Ver 2.0)"
13 laperlag          "La Perla Nera Gold (Ver 2.0)"
13 capunc            "Capitan Uncino (Ver 1.2)"
13 capcor            "Capitani Coraggiosi (Ver 1.3)"
13 euro2k2           "Europa 2002 (Ver 2.0, set 1)"
13 euro2k2a          "Europa 2002 (Ver 2.0, set 2)"
13 euro2k2s          "Europa 2002 Space (Ver 3.0)"
13 mnumber           "Mystery Number"
13 abacus            "Abacus (Ver 1.0)"
13 bookthr           "Book Theatre (Ver 1.2)"
13 ntcash            "NtCash"
13 wizard            "Wizard (Ver 1.0)"
13 trstar2k          "Triple Star 2000"
13 laser2k1          "Laser 2001 (Ver 1.2)"
13 mdrink            "Magic Drink (Ver 1.2)"
13 te0144            "Puzzle Bobble (Italian Gambling Game)"
13 cmagica           "Carta Magica (Ver 1.8)"
13 millsun           "Millennium Sun"
13 sspac2k1          "Super Space 2001"
13 elvis             "Elvis?"
13 sstar             "Super Star"
13 pirati            "Pirati"
13 mnumitg           "Magic Number (Italian Gambling Game, Ver 1.5)"
13 mclass            "Magic Class (Ver 2.2)"
13 europass          "Euro Pass (Ver 1.1)"
13 newmcard          "New Magic Card"
13 brasil            "Bra$il (Version 3)"
13 fashion           "Fashion (Version 2.14)"
13 ciclone           "Ciclone"
13 tour4000          "Tour 4000"
13 cfever40          "Casino Fever 4.0"
13 cfever50          "Casino Fever 5.0"
13 tour4010          "Tour 4010"
13 cfever51          "Casino Fever 5.1"
13 cfever61          "Casino Fever 6.1"
13 cfever1k          "Casino Fever 1k"
13 girotutt          "GiroTutto"
13 mil4000           "Millennium Nuovo 4000 (Version 2.0)"
13 mil4000a          "Millennium Nuovo 4000 (Version 1.8)"
13 mil4000b          "Millennium Nuovo 4000 (Version 1.5)"
13 mil4000c          "Millennium Nuovo 4000 (Version 1.6)"
13 ejollyx5          "Euro Jolly X5"
13 grandprx          "Grand Prix"
13 supjolly          "Super Jolly"
13 x5jokers          "X Five Jokers (Version 1.12)"
13 showhand          "Show Hand (Italy)"
13 showhanc          "Wang Pai Dui Jue (China)"
13 skilldrp          "Skill Drop Georgia (Ver. G1.0S)"
13 speeddrp          "Speed Drop (Ver. 1.06)"
13 winbingo          "Win Win Bingo (set 1)"
13 winbingoa         "Win Win Bingo (set 2)"
13 zoo               "Zoo (Ver. ZO.02.D)"
13 westvent          "Western Venture (Ver. AA.02.D)"
13 ncb3              "Cherry Bonus III (ver.1.40, set 1)"
13 cb3a              "Cherry Bonus III (ver.1.40, set 2)"
13 cb3               "Cherry Bonus III (ver.1.40, encrypted)"
13 cb3b              "Cherry Bonus III (alt)"
13 cb3c              "Cherry Bonus III (alt, set 2)"
13 cb3d              "Cherry Bonus III (set 3)"
13 chryangl          "Cherry Angel"
13 cmv801            "Cherry Master (Corsica, ver.8.01)"
13 cmv4              "Cherry Master (ver.4, set 1)"
13 cmv4a             "Cherry Master (ver.4, set 2)"
13 cmwm              "Cherry Master (Watermelon bootleg / hack)"
13 cmfun             "Cherry Master (Fun USA v2.5 bootleg / hack)"
13 cmaster           "Cherry Master I (ver.1.01, set 1)"
13 cmasterb          "Cherry Master I (ver.1.01, set 2)"
13 cmezspin          "Cherry Master I (E-Z Spin bootleg / hack)"
13 cmasterc          "Cherry Master I (ver.1.01, set 3)"
13 cmasterbv         "Cherry Master I (ver.1.01, set 4, with Blitz Poker ROM?)"
13 cmasterd          "Cherry Master I (ver.1.01, set 5)"
13 cmastere          "Cherry Master I (ver.1.01, set 6)"
13 cmasterf          "Cherry Master I (ver.1.01, set 7)"
13 cmast91           "Cherry Master '91 (ver.1.30)"
13 cmast92           "Cherry Master '92"
13 tonypok           "Poker Master (Tony-Poker V3.A, hack?)"
13 jkrmast           "Joker Master"
13 pkrmast           "Poker Master (set 1)"
13 pkrmasta          "Poker Master (set 2)"
13 cb2001            "Cherry Bonus 2001"
13 scherrym          "Super Cherry Master"
13 queen             "Queen?"
13 86lions           "86 Lions"
13 caswin            "Casino Winner"
13 gtroppo           "Gone Troppo (1VXEC542, NSW)"
13 clkwise           "Clockwise (1VXEC534, New Zealand)"
13 gldnpkr           "Golden Poker (8VXEC037, NSW)"
13 3bagflvt          "3 Bags Full (5VXFC790, Victoria)"
13 3bagflnz          "3 Bags Full (3VXFC5345, New Zealand)"
13 eforest           "Enchanted Forest (12XF528902, US)"
13 eforesta          "Enchanted Forest (4VXFC818, NSW)"
13 eforestb          "Enchanted Forest (3VXFC5343, New Zealand)"
13 cgold2            "Caribbean Gold II (3XF5182H04, US)"
13 blkrhino          "Black Rhino (3VXFC5344, New Zealand)"
13 goldenc           "Golden Canaries (1VXFC5462, New Zealand)"
13 kgbird            "K.G. Bird (4VXFC5341, New Zealand, 87.98%)"
13 kgbirda           "K.G. Bird (4VXFC5341, New Zealand, 91.97%)"
13 topgear           "Top Gear (4VXFC969, NSW)"
13 wtigernz          "White Tiger (3VXFC5342, New Zealand)"
13 fhunter           "Fortune Hunter (2XF5196I01, US)"
13 fhuntera          "Fortune Hunter (2XF5196I02, US)"
13 arcwins           "Arctic Wins (4XF5227H03, US)"
13 wildone           "Wild One (4VXEC5357, New Zealand)"
13 phantomp          "Phantom Pays (4VXFC5431, New Zealand)"
13 swtht2nz          "Sweet Hearts II (1VXFC5461, New Zealand)"
13 ffortune          "Fantasy Fortune (1VXFC5460, New Zealand)"
13 autmoon           "Autumn Moon (1VXFC5488, New Zealand)"
13 coralr2           "Coral Riches II (1VXFC5472, New Zealand)"
13 aristmk5          "MKV System"
13 swthrt2v          "Sweet Hearts II (C - 07/09/95, Venezuela)"
13 enchfrst          "Enchanted Forest (E - 23/06/95, Local)"
13 dolphntr          "Dolphin Treasure (B - 06/12/96, NSW/ACT, old version)"
13 dolphtra          "Dolphin Treasure (B - 06/12/96, NSW/ACT, new version)"
13 dmdtouch          "Diamond Touch (E - 30/06/97, Local)"
13 goldprmd          "Golden Pyramids (B - 13/05/97, USA)"
13 qotn              "Queen of the Nile (B - 13/05/97, NSW/ACT)"
13 adonis            "Adonis (A - 25/05/98, NSW/ACT)"
13 reelrock          "Reelin-n-Rockin (A - 13/07/98, Local)"
13 indiandr          "Indian Dreaming (B - 15/12/98, Local)"
13 magicmsk          "Magic Mask (A - 09/05/2000, Export)"
13 margmgc           "Margarita Magic (A - 07/07/2000, NSW/ACT)"
13 geishanz          "Geisha (A - 05/03/01, New Zealand)"
13 wtiger            "White Tiger Classic (B - 08/07/99, NSW/ACT)"
13 janshi            "Janshi"
13 ronjan            "Ron Jan (Super)"
13 pinkiri8          "Pinkiri 8"
13 slotcarn          "Slot Carnival"
13 lucky74           "Lucky 74 (bootleg, set 1)"
13 lucky74a          "Lucky 74 (bootleg, set 2)"
13 lucky8            "New Lucky 8 Lines (set 1, W-4)"
13 lucky8a           "New Lucky 8 Lines (set 2, W-4)"
13 lucky8b           "New Lucky 8 Lines (set 3, W-4, extended gfx)"
13 luckgrln          "Lucky Girl (newer Z180 based hardware)"
13 luckylad          "Lucky Lady (Wing, encrypted)"
13 skill98           "Skill '98 (ver. s98-1.33)"
13 match98           "Match '98 (ver. 1.33)"
13 schery97          "Skill Cherry '97 (ver. sc3.52)"
13 schery97a         "Skill Cherry '97 (ver. sc3.52c4)"
13 roypok96          "Royal Poker '96 (set 1)"
13 roypok96a         "Royal Poker '96 (set 2)"
13 roypok96b         "Royal Poker '96 (set 3)"
13 pokonl97          "Poker Only '97 (ver. 3.3)"
13 nc96              "New Cherry '96 Special Edition (set 1)"
13 nc96a             "New Cherry '96 Special Edition (set 2)"
13 nc96b             "New Cherry '96 Special Edition (set 3)"
13 nc96c             "New Cherry '96 Special Edition (set 4)"
13 nc96txt           "New Cherry '96 Special Edition (set 5, Texas XT)"
13 nfb96             "New Fruit Bonus '96 Special Edition (set 1)"
13 nfb96a            "New Fruit Bonus '96 Special Edition (set 2)"
13 nfb96b            "New Fruit Bonus '96 Special Edition (set 3)"
13 nfb96c            "New Fruit Bonus '96 Special Edition (set 4)"
13 nfb96txt          "New Fruit Bonus '96 Special Edition (set 5, Texas XT)"
13 nfb96se           "New Fruit Bonus '96 Special Edition (bootleg, set 1)"
13 nfb96sea          "New Fruit Bonus '96 Special Edition (bootleg, set 2)"
13 nfb96seb          "New Fruit Bonus '96 Special Edition (bootleg, set 3)"
13 carb2002          "Carriage Bonus 2002 (bootleg)"
13 carb2003          "Carriage Bonus 2003 (bootleg)"
13 nfm               "New Fruit Machine (Ming-Yang Electronic)"
13 unkch1            "New Cherry Gold '99 (bootleg of Super Cherry Master) (set 1)"
13 unkch2            "Super Cherry Gold (bootleg of Super Cherry Master)"
13 unkch3            "New Cherry Gold '99 (bootleg of Super Cherry Master) (set 2)"
13 unkch4            "Grand Cherry Master (bootleg of Super Cherry Master)"
13 ns8lines          "New Lucky 8 Lines / New Super 8 Lines (W-4)"
13 ns8linew          "New Lucky 8 Lines / New Super 8 Lines (F-5, Witch Bonus)"
13 ladylinr          "Lady Liner"
13 kkojnoli          "Kkoj Noli (Kill the Bees)"
13 wcat3             "Wild Cat 3"
13 magodds           "Magical Odds (set 1)"
13 magoddsa          "Magical Odds (set 2)"
13 magoddsb          "Magical Odds (set 3)"
13 magoddsc          "Magical Odds (set 4, custom encrypted CPU block)"
13 magoddsd          "Magical Odds (set 5, custom encrypted CPU block)"
13 sfbonus           "Skill Fruit Bonus (Version 1.9R, set 1)"
13 sfbonusd1         "Skill Fruit Bonus (Version 1.9R, set 2)"
13 sfbonusv1         "Skill Fruit Bonus (Version 1.9R Dual)"
13 sfbonuso          "Skill Fruit Bonus (Version 1.7)"
13 sfbonuso2         "Skill Fruit Bonus (Version 1.6)"
13 parrot3           "Parrot Poker III (Version 2.6E Dual)"
13 parrot3b1         "Parrot Poker III (Version 2.6R, set 1)"
13 parrot3d1         "Parrot Poker III (Version 2.6R, set 2)"
13 parrot3v1         "Parrot Poker III (Version 2.6R Dual)"
13 parrot3o          "Parrot Poker III (Version 2.4)"
13 hldspin1          "Hold & Spin I (Version 2.7T, set 1)"
13 hldspin1dt        "Hold & Spin I (Version 2.7T, set 2)"
13 hldspin1vt        "Hold & Spin I (Version 2.7T Dual)"
13 hldspin1o         "Hold & Spin I (Version 2.5T)"
13 hldspin2          "Hold & Spin II (Version 2.8R, set 1)"
13 hldspin2d1        "Hold & Spin II (Version 2.8R, set 2)"
13 hldspin2v1        "Hold & Spin II (Version 2.8R Dual)"
13 hldspin2o         "Hold & Spin II (Version 2.6)"
13 fcnudge           "Fruit Carnival Nudge (Version 2.1 Dual)"
13 fcnudgeo          "Fruit Carnival Nudge (Version 2.0, set 1)"
13 fcnudgeo2         "Fruit Carnival Nudge (Version 2.0, set 2)"
13 fcnudgeo3         "Fruit Carnival Nudge (Version 1.7)"
13 pickwin           "Pick 'n Win (Version 2.9E Dual)"
13 pickwinb1         "Pick 'n Win (Version 2.9R, set 1)"
13 pickwind1         "Pick 'n Win (Version 2.9R, set 2)"
13 pickwinv1         "Pick 'n Win (Version 2.9R Dual)"
13 pickwinbt         "Pick 'n Win (Version 2.8T, set 1)"
13 pickwindt         "Pick 'n Win (Version 2.8T, set 2)"
13 pickwinvt         "Pick 'n Win (Version 2.8T, Dual)"
13 pickwino          "Pick 'n Win (Version 2.6)"
13 pickwino2         "Pick 'n Win (Version 2.5T)"
13 tighook           "Tiger Hook (Version 2.1E Dual)"
13 tighookc1         "Tiger Hook (Version 2.1R, set 1)"
13 tighookd1         "Tiger Hook (Version 2.1R, set 2)"
13 tighookv1         "Tiger Hook (Version 2.1R Dual)"
13 tighookc2         "Tiger Hook (Version 2.0LT, set 1)"
13 tighookd2         "Tiger Hook (Version 2.0LT, set 2)"
13 tighookv2         "Tiger Hook (Version 2.0LT Dual)"
13 tighooko          "Tiger Hook (Version 1.7XT)"
13 tighooko2         "Tiger Hook (Version 1.7)"
